Method,LogLik,sigma_y,a,b,sigma_x,ID
Standard (c=1000),-8325.699486207395,0.25865776110650435,0.08253318369579493,0.9546245253475204,0.18883972470733765,69
Robust (c=5.14),-4922.956385949175,0.8183920854262234,0.20494826285983947,0.9796988596566328,0.015631001548394287,70
Standard (c=1000),-5822.773808905287,1.0317732460419589,0.05596480842245674,0.9966018373593095,0.028215164195983123,70
Robust (c=5.14),-2786.6216606893104,0.3116155097303071,0.042473682854431434,0.9960090443745809,0.013256708040088012,71
Standard (c=1000),-3905.0816013185804,0.40554111970609447,0.05844989280215343,0.9998971657579724,0.02287301660003421,71
Robust (c=5.14),-2840.6506094984625,0.3412865328296364,0.07715133644498917,0.9913809683156338,0.015188424653303063,72
Standard (c=1000),-3739.4732521685196,0.42966920559243965,0.13034816463895105,0.985854918417841,0.018559777272691827,72
Robust (c=5.14),-2815.957443835616,0.29117001931225706,0.007007921496728629,0.9988296333933528,0.011649904813406733,73
Standard (c=1000),-3641.0711431889977,0.44541096235849886,0.059979632547872336,0.9931441729221698,0.013446054089871899,73
Robust (c=5.14),-2854.3556646186616,0.2748200441510593,0.10351230584658622,0.989563102424616,0.018220605809196752,74
Standard (c=1000),-3772.0760656903276,0.38477334546798897,0.11254581300853299,0.9888542010956287,0.019813562045612854,74
Robust (c=5.14),-2806.3472983463676,0.3297197571478236,0.013288383422305549,0.999835493486762,0.014940494672915422,75
Standard (c=1000),-3655.8661469483486,0.46577632229858856,0.015870955573765222,0.999999999995792,0.013860843021153231,75
Robust (c=5.14),-3036.9992639359352,0.3214001694888416,0.15635897114544398,0.979862633654422,0.019797082889267625,76
Standard (c=1000),-4166.9330227241735,0.5004873200514034,0.16060726811801856,0.9792326673242502,0.013355884810292618,76
Robust (c=5.14),-3014.7594458340036,0.2702338365849504,0.08825150119578398,0.9884955655903316,0.02856528857760594,77
Standard (c=1000),-4793.007083021417,0.8415511907627168,0.06976002758654887,0.9925573904444667,0.00689675993753361,77
Robust (c=5.14),-2816.381640332125,0.29125944432115974,0.011515023413182996,0.9999564242336689,0.01728587519785809,78
Standard (c=1000),-9714.827241978337,0.12928511356291672,0.06705238937545396,0.9859218523216987,0.2233232127043956,78
Robust (c=5.14),-2797.784855189145,0.31038550499189943,0.011307244664007598,0.9981794022021904,0.01563630609327245,79
Standard (c=1000),-3640.8574181768336,0.46364097106516233,0.01947645609990259,0.9967381086647265,0.010050181635428385,79
Robust (c=5.14),-2778.7402294235912,0.3340014828866877,0.025885295159543707,0.997001031368917,0.01220479879519594,80
Standard (c=1000),-3584.241771990832,0.465521352316059,0.0064999003364234545,0.9996552829924056,0.00834461577067174,80
Robust (c=5.14),-2936.675727091849,0.28735769133568295,0.07608406791232522,0.9927953543869482,0.025909855165577998,81
Standard (c=1000),-12983.839030140702,0.2295312680523862,0.0349843101541742,0.9922494321643449,0.48405332411068275,81
Robust (c=5.14),-2793.783329419109,0.31185488032009046,0.038165978693101045,0.99631610873124,0.016343030580336836,82
Standard (c=1000),-3692.3664319512227,0.4276303579234789,0.09575387331468077,0.9893272061693078,0.01723126271526363,82
Robust (c=5.14),-2802.3589806786795,0.301840666938107,0.05361977489349931,0.9942231709244937,0.016919571464751173,83
Standard (c=1000),-8453.13018971233,0.18073506811253617,0.06837875830710725,0.9657005339993424,0.18223145935449353,83
Robust (c=5.14),-2771.8873423918344,0.3342124900878447,0.02971105207314157,0.9968129829588663,0.010596963536021317,84
Standard (c=1000),-3600.767742525688,0.43983188575570625,0.028904773577732662,0.9973171450618268,0.010743416215767708,84
Robust (c=5.14),-2777.9462538668417,0.32403343612336116,0.010420519676566056,0.999072383479846,0.012904185100533755,85
Standard (c=1000),-3592.262361665534,0.4734211013152102,0.015616523213740519,0.9981926656481783,0.00989491899213765,85
Robust (c=5.14),-2777.7424972447106,0.32601054137073887,0.011050060211466775,0.9986829877630422,0.01236722120643289,86
Standard (c=1000),-9157.043787544542,0.16036101886169418,0.021291759761268805,0.927593777281947,0.17237565953614706,86
Robust (c=5.14),-2975.3804875121923,0.3885189054144992,0.09522010603202827,0.9907906409688738,0.01651635354583913,87
Standard (c=1000),-3734.6010854557603,0.37926271954191165,0.08045686359916819,0.9912829143861769,0.016851518068171374,87
Robust (c=5.14),-2941.4645177663756,0.27452777199972717,0.1333121767757217,0.9839342583488419,0.022534567148763552,88
Standard (c=1000),-3755.6058225435354,0.4154644947442245,0.12047760315328183,0.9864563350023833,0.021473140940192353,88
Robust (c=5.14),-3674.4422226296365,0.6176312903201103,0.03455596458748407,0.9964742459468183,0.0051639268663150155,89
Standard (c=1000),-3628.336584712412,0.4504618864926507,0.012446115783807658,0.9985060257253262,0.013344640723467222,89
Robust (c=5.14),-2797.5842571735266,0.31527483989124216,0.0199924315069309,0.9988266472874141,0.011650608443011322,90
Standard (c=1000),-14329.087197728768,0.14226045900475448,0.01576842809092678,0.9975621111780195,0.47001493982475995,90
Robust (c=5.14),-3153.837678330171,0.2887551459099247,0.0175730073921226,0.999759206779137,0.034071784136680466,91
Standard (c=1000),-4949.74211153743,0.9104662609706661,0.012850339191123057,0.9984410753972774,0.003497701966745664,91
Robust (c=5.14),-2850.075441724616,0.3600266940636943,0.0395935888879894,0.9947486600984794,0.011043017054112278,92
Standard (c=1000),-3949.0485812358984,0.5734463809401725,0.07438306971195882,0.9945881703951217,0.01383069228436408,92
Robust (c=5.14),-3012.6172533631366,0.3019578557727591,0.19118399719212614,0.9788850487736401,0.020391486326830726,93
Standard (c=1000),-3600.404023954751,0.4354809791960762,0.0009376161642745615,0.9999250300453871,0.01051607388935426,93
Robust (c=5.14),-2784.914353868254,0.3348976471906971,0.00825131787934121,0.9991692669257252,0.009494131333917365,94
Standard (c=1000),-3597.372786492439,0.49383926059451483,0.013530812219772159,0.9990160129208288,0.005689142288800818,94
Robust (c=5.14),-2778.9856338416794,0.3174384030504017,0.007209286005112807,0.9991475792263618,0.01086095770465267,95
Standard (c=1000),-3613.000866292378,0.4303173262122163,0.029008265461046113,0.9975211532065154,0.013223780037828202,95
Robust (c=5.14),-2859.3858948351317,0.2810014944330957,0.06940683374415657,0.992407062256378,0.020472231671107947,96
Standard (c=1000),-13261.170915942921,0.16988042374612622,0.09070309090299568,0.9814174298467007,0.4534043103901229,96
Robust (c=5.14),-2833.277595249297,0.2792654981162018,0.024293411335406315,0.9963121948444565,0.015304671051898155,97
Standard (c=1000),-3662.654248798496,0.44373782520756505,0.07825609060285409,0.9922029664256484,0.013458250783279994,97
Robust (c=5.14),-2842.9478102315734,0.3581277030123893,0.0593745834222839,0.9934082966700613,0.009011505309781172,98
Standard (c=1000),-3635.923141877817,0.4756396708579336,0.053275677886475685,0.9944971128627905,0.011781026820599576,98
Robust (c=5.14),-2817.7859980508238,0.32228985939247506,0.039731406090002655,0.9944487948531274,0.013878381799621886,99
Standard (c=1000),-3637.9813045033043,0.4890352420961784,0.0513868698916988,0.9944369591254182,0.010547733404559874,99
Robust (c=5.14),-2803.4217823167414,0.3049760751626901,0.04242082461185572,0.9958585011868161,0.01726277557427313,100
Standard (c=1000),-10357.951872414003,0.3460386498489819,0.02809791371810999,0.9484493103626299,0.309702778389123,100
Robust (c=5.14),-2881.9564584288983,0.30836614879460544,0.03811325215108671,0.9934341452099772,0.017752064288673895,101
Standard (c=1000),-3644.2713494791883,0.45918939792613844,0.039626084053969904,0.9969212826436569,0.014713668457861753,101
Robust (c=5.14),-2802.076263704542,0.2984243556411451,0.041109191888569666,0.9959232013067383,0.016618340829941614,102
Standard (c=1000),-3607.1180160322115,0.4364245664055574,0.02484132543015181,0.9978325047813028,0.014231272728754935,102
Robust (c=5.14),-2806.0515737188325,0.36648678263929363,0.021831644740881034,0.9977752481728196,0.0059329951770612,103
Standard (c=1000),-9826.580407047488,0.28538253591501483,0.017291286365164988,0.9314465977784547,0.26421614284328016,103
Robust (c=5.14),-2781.2812463753835,0.3213015295040235,0.025457493502712564,0.9971440047686964,0.009819638198612065,104
Standard (c=1000),-3763.2312172120714,0.41586362001638977,0.038913628166391316,0.9995549219940286,0.0183482100151692,104
Robust (c=5.14),-3831.378131568917,0.2569765786014115,0.03711368058292922,0.9961282479211566,0.0022260778987405346,105
Standard (c=1000),-3595.0394435965363,0.45344980840574284,0.037635439092703504,0.9960487884032923,0.010380311101931326,105
Robust (c=5.14),-2852.0854506953324,0.322402574430263,0.09028506878986065,0.9896629779468022,0.017012308608984884,106
Standard (c=1000),-3762.2136917418466,0.44485386622106926,0.12270943504566784,0.9870603277205813,0.018249214075974265,106
Robust (c=5.14),-2851.7204538669953,0.3079305669515652,0.1012297219565503,0.9895574471439762,0.014513566270127776,107
Standard (c=1000),-3693.6828498878194,0.43171826823856396,0.08688001427770511,0.9920776062945427,0.013196326773310535,107
Robust (c=5.14),-40357.8386583335,1.9992495195043833,0.004196660896334123,0.996351900150781,0.00013679593975071978,108
Standard (c=1000),-73871.96859788739,1.9997244924259479,0.004224207278066943,0.9963645717425074,0.0013245449232520319,108
Robust (c=5.14),-3115.3268776284503,0.44105150102298857,0.05389469891741082,0.9948362163118958,0.01673313419278669,109
Standard (c=1000),-3614.9688853414536,0.4599723465386139,0.04305688213376892,0.9950276051298024,0.011843978560275654,109
Robust (c=5.14),-2814.351172599241,0.3080237504926237,0.06276660364403233,0.9924194341336088,0.015549934883737935,110
Standard (c=1000),-3643.3181798011647,0.44635602844912525,0.05847497971586728,0.9943708763419964,0.011909067217051489,110
Robust (c=5.14),-2777.6544776598425,0.3280834595716037,0.0052708015114304035,0.9992636857294462,0.011255045995312548,111
Standard (c=1000),-3647.0179291637337,0.532026780048489,0.01189877336573075,0.9986859308551596,0.004409749281899582,111
Robust (c=5.14),-2868.432339133911,0.2734697922196041,0.06450004041074749,0.9952509074514212,0.01909277160068807,112
Standard (c=1000),-3707.129541601078,0.43295671764960286,0.09213963644983228,0.9916681938073142,0.015027529825629271,112
Robust (c=5.14),-2797.699440050209,0.3521259073872735,0.003981645445676909,0.999996260467955,0.008593948777423545,113
Standard (c=1000),-3595.4868295162632,0.4876026020772859,0.004580937004424746,0.99997656320992,0.005595180653208265,113
Robust (c=5.14),-2846.289152609753,0.3024953975961204,0.10445630492335684,0.9892903385901783,0.016454328462131535,114
Standard (c=1000),-3776.3444753268327,0.42115083713050666,0.11703768419646245,0.9877512774571967,0.023795184245859642,114
Robust (c=5.14),-2823.303238394663,0.320745603301234,0.08195544332651788,0.9912662017150279,0.015474250870962101,115
Standard (c=1000),-3635.780073502207,0.44749219681552715,0.0552853828510487,0.9937874568706294,0.014092291036669454,115
Robust (c=5.14),-2885.5654381948034,0.31581065474328235,0.038101683288874685,0.9992163052258148,0.01597562659947627,116
Standard (c=1000),-3906.6095645092414,0.40684511721839867,0.06124878901623168,0.9994809216736408,0.02251128510145389,116
Robust (c=5.14),-3189.0817489668616,0.24862335966255886,0.0856404486256919,0.9994671676506551,0.028299399140412133,117
Standard (c=1000),-11874.728209634852,0.2911388007689539,0.03137513380484326,0.9180554116689061,0.3954061064295752,117
Robust (c=5.14),-3395.3499361549634,0.3599828842732373,0.3243370356633106,0.9666579391938623,0.029043764758523022,118
Standard (c=1000),-4885.839537099105,0.8390026196793903,0.1126449159132417,0.989372777299769,0.013252371058529059,118
Robust (c=5.14),-2975.7204821388104,0.35676413610306845,0.08532595678386275,0.9882075564470726,0.016170614736425924,119
Standard (c=1000),-3715.4931449413557,0.4441566763048631,0.027270637856580265,0.9999992117257702,0.016186891724384082,119
Robust (c=5.14),-2779.3242873325544,0.3245056290059954,0.006447159375414957,0.9996487007444318,0.012131251291325605,120
Standard (c=1000),-3581.417273946786,0.47395180712862484,0.021003287839913717,0.9977527400393068,0.006487953797966748,120
Robust (c=5.14),-7996.748361576506,1.7425749972085562,0.029466494661140333,0.9921154620040578,0.01974844407543787,121
Standard (c=1000),-6524.677254346353,1.2889311390952485,0.02459640639305527,0.9947777471740149,0.01573209415527809,121
