Method,LogLik,sigma_y,a,b,sigma_x,ID
Standard (c=1000),-2325.237414189455,0.5765611647127991,0.010270465901045085,0.9988995956490215,0.002233013878737818,77
Robust (c=5.14),-631.2021120066372,0.2205141365244523,0.032510334589044475,0.9972801537056162,0.007027567316137163,78
Standard (c=1000),-8856.985399169118,0.11225721531957765,0.06816624447237682,0.9791970594999275,0.21513067734886313,78
Robust (c=5.14),-2529.173673901207,0.7721682051214493,0.017321567207269198,0.9985110749906956,0.0005186844525399337,79
Standard (c=1000),-2578.577539934579,0.6857058601984666,0.01648881336832026,0.9985412344399417,0.0005627148086402704,79
Robust (c=5.14),-647.031665509739,0.2238913731853931,0.004667021504879032,0.9992128261228701,0.005033165934346407,80
Standard (c=1000),-2218.649118002088,0.45377110512904567,0.0006049048102333421,0.9995327577177114,0.00619881037484596,80
Robust (c=5.14),-1378.5516409390627,0.04786752429979154,0.035725763623025916,0.9954991077027061,0.03346094395352128,81
Standard (c=1000),-8554.050223538121,0.2432973762519363,0.035376385365760724,0.993350032076295,0.47662046536601915,81
Robust (c=5.14),-626.8752127266283,0.22390622196793408,0.019209950486516573,0.9983237650082201,0.006318816531474811,82
Standard (c=1000),-2357.4574050427054,0.4351863529776391,0.03893236453041625,0.9991423917967371,0.01581641176251453,82
Robust (c=5.14),-625.4625746120001,0.22329368942024697,0.04181922961485556,0.9961862330927549,0.007149199302779913,83
Standard (c=1000),-2205.2555306500367,0.47725218058113106,0.029095465387584292,0.9972884825837868,0.003919170981488365,83
Robust (c=5.14),-621.9768982339208,0.22889518584413418,0.033461620268023226,0.9970413510011286,0.006324146491059818,84
Standard (c=1000),-2209.735521214552,0.4773364260643707,0.019132004371806913,0.9983028112826755,0.004643815003747132,84
Robust (c=5.14),-627.3213946338952,0.22869551292524795,0.02822056756870897,0.9972744928125852,0.006237646017013207,85
Standard (c=1000),-2246.8170302837098,0.4587789024493097,0.020601724485222097,0.9993400223338055,0.008994365174590126,85
Robust (c=5.14),-633.1130394536492,0.23364617355317618,0.003840723098022669,0.999375864878775,0.005787540598203404,86
Standard (c=1000),-7244.08401764306,0.16644922341789545,0.02103815275116798,0.9174477265602616,0.1598247634703284,86
Robust (c=5.14),-1286.7082704448635,0.4341607497917791,0.09777372648316703,0.9911109929704008,0.0019172251361893983,87
Standard (c=1000),-2203.3001324364304,0.4626247556634465,0.11886460295028509,0.9893550477646528,0.007489646126893589,87
Robust (c=5.14),-636.4230413484,0.23347335288388982,0.0451610759770619,0.9962640703086335,0.007632752305618579,88
Standard (c=1000),-2298.2301494148855,0.5175642613863023,0.07282433549305073,0.9937355193178842,0.011123133298724884,88
Robust (c=5.14),-4509.887088583084,1.5626633297682555,0.02842081754189238,0.9976952371289022,0.00012501385997748055,89
Standard (c=1000),-2340.0239801079765,0.510739763722496,0.015592768425271748,0.9983010749100365,0.014224488513647892,89
Robust (c=5.14),-752.3865237852393,0.24475189436239755,0.05350416595591451,0.9964791368310042,0.01240084006987225,90
Standard (c=1000),-2269.4318769894603,0.48646320134024074,0.020257679177135973,0.9995939603797092,0.007957356014406163,90
Robust (c=5.14),-883.8910380567604,0.3180754876528831,0.01197520698327207,0.9995877683384815,0.009329511631559626,91
Standard (c=1000),-2352.791724441022,0.3928602642536279,0.005429601703344708,0.9980324205090373,0.010893154359243191,91
Robust (c=5.14),-1213.4752299930426,0.3563333129471079,0.023624346250985077,0.9994461326171438,0.015507717445217712,92
Standard (c=1000),-2209.1391157187923,0.47157079135178676,0.036678691309170536,0.9966725574409785,0.004948923744461624,92
Robust (c=5.14),-663.5071319124345,0.20498573469354828,0.29322166035394115,0.9724617518446613,0.009680025802889514,93
Standard (c=1000),-2683.63604979225,0.5798610786659659,0.3843627868017365,0.9713938566180288,0.021610077401251728,93
Robust (c=5.14),-629.2029704618831,0.22017607554385407,0.01589557027927724,0.9984513916196424,0.00723556266029685,94
Standard (c=1000),-2206.674653392674,0.4507789155897252,0.05566150267261315,0.9951435886016555,0.00725674445615144,94
Robust (c=5.14),-628.076503322475,0.2276317817112718,0.0020778635441655643,0.9997531620394238,0.0067341144039018514,95
Standard (c=1000),-2206.229798259288,0.47079615761286914,0.004903248705336225,0.9996317874663296,0.00553692172083222,95
Robust (c=5.14),-2075.8460414395367,0.3374321473073595,0.23841291481731486,0.9906838576038366,0.039973050590975105,96
Standard (c=1000),-9137.510182831944,0.1701259018019384,0.09569867891045478,0.9782562855550534,0.4521064773511742,96
Robust (c=5.14),-1871.823199411583,0.5621023893983451,0.23296490647359755,0.9776702554633435,0.0059272819366822565,97
Standard (c=1000),-2426.1143903500724,0.6203915357555678,0.10915056865851866,0.9897997049948638,0.0033635318071434015,97
Robust (c=5.14),-623.5060500547334,0.2282219841388091,0.1173442693151164,0.9891783346624464,0.006769582291188517,98
Standard (c=1000),-2267.839228462143,0.5182359378366287,0.02333298411238441,0.9982481729285865,0.008104491129587171,98
Robust (c=5.14),-624.7184314140713,0.23219442045473915,0.03404235218691565,0.9968488165329139,0.006332666413274416,99
Standard (c=1000),-2204.4104757990863,0.4897873093043184,0.050231292230662264,0.9953441225208582,0.004899261408675436,99
Robust (c=5.14),-772.7240813150129,0.2091447366526285,0.04603387258668244,0.9982982464678497,0.01392742967270195,100
Standard (c=1000),-6938.920051083678,0.37024153439735535,0.02805378317775914,0.9438813403818088,0.29104123647299907,100
Robust (c=5.14),-649.8838052199139,0.2207805508955609,0.04037613523452656,0.997266070319873,0.007527308094976531,101
Standard (c=1000),-2330.6800704181283,0.4394474566586032,0.04208421508700147,0.9986724037427318,0.010411229288057369,101
Robust (c=5.14),-626.5006601759457,0.22744648342060908,0.016951323310647304,0.998489497841613,0.0065244685583322965,102
Standard (c=1000),-2211.3274123303404,0.45005539514965665,0.008533810226850198,0.9993514565276064,0.006080758406624054,102
Robust (c=5.14),-630.2668191057994,0.22717365244113596,0.001744114036534703,0.9999997470585719,0.006256809484216875,103
Standard (c=1000),-6983.464906884395,0.3100835102665528,0.01815950986779782,0.9239440946972672,0.263484239558047,103
Robust (c=5.14),-626.9985564518867,0.23257168106243412,0.012620977973124836,0.9987077542985736,0.006406080430012453,104
Standard (c=1000),-2207.371486499058,0.469613052824614,0.015715936847307842,0.998557510525203,0.0063389905246145056,104
Robust (c=5.14),-630.1055641286372,0.22754143566306811,0.034326820777131326,0.996449595506897,0.006966385260310008,105
Standard (c=1000),-2205.5644200217107,0.4579515081584879,0.03775096793386708,0.9967289451195813,0.006733757405758292,105
Robust (c=5.14),-627.2939214094731,0.2207613498618301,0.00897223034341157,0.9991496077576119,0.0068837203905515254,106
Standard (c=1000),-2210.4745601974687,0.4716235101053073,0.07851830804896937,0.9931457266534783,0.00460101057747837,106
Robust (c=5.14),-623.1707489302756,0.22802034871886928,0.041594360935209886,0.996215866114451,0.006843332247037662,107
Standard (c=1000),-2201.2060168230983,0.4615282072840159,0.07952889842960302,0.9926679326453836,0.00604672492773689,107
Robust (c=5.14),-25739.267566416907,1.996099748167692,0.004177351372442332,0.9964136919666109,0.00014474166251186805,108
Standard (c=1000),-48712.877658213554,1.999262019469759,0.004234609154372399,0.9963371460984122,0.0013551621782715273,108
Robust (c=5.14),-631.5182735549786,0.23490291189600926,0.007046777840603029,0.9994800461285523,0.006469975816910143,109
Standard (c=1000),-2202.1837270380915,0.4519702534217763,0.0495079747766573,0.9957037809994448,0.006154652905767892,109
Robust (c=5.14),-622.2205245172071,0.22539363133178103,0.021969716414498085,0.998111407828608,0.006820542470452915,110
Standard (c=1000),-2213.883962150213,0.463950154757402,0.07721679026220568,0.9930082875981135,0.00826952167974024,110
Robust (c=5.14),-630.388925518382,0.22971480834605842,0.004051029972296332,0.9999845864502757,0.007150443519872415,111
Standard (c=1000),-2212.3418757698714,0.46879347514339914,0.005716517855428283,0.9999942941698347,0.005441471597204999,111
Robust (c=5.14),-622.9012459869664,0.23025439165484443,0.06729549973735928,0.9940887593267808,0.006398927812944001,112
Standard (c=1000),-2199.8512073272773,0.47049911605609973,0.0760576419397409,0.9931014179993816,0.005059509720790605,112
Robust (c=5.14),-691.3371535276837,0.22560783115683047,0.018677293112114624,0.9999999817135709,0.009346617381021063,113
Standard (c=1000),-2208.411847424889,0.49207236786632413,0.0007390147266991489,0.9999987392968743,0.005080314540039552,113
Robust (c=5.14),-621.7594521560571,0.22886263834404424,0.09008161326894432,0.9918154446870419,0.0065385748761524936,114
Standard (c=1000),-2209.6492994966206,0.45890395672979933,0.10267602555752803,0.9907683803053092,0.00884515780429517,114
Robust (c=5.14),-624.3843033483371,0.2269204032787948,0.015305655905683203,0.9985831740496782,0.006377888813514068,115
Standard (c=1000),-2207.1261148384956,0.4703788339498005,0.09825088553583192,0.9910197193560061,0.007575603879915151,115
Robust (c=5.14),-621.5848295058597,0.2271357740569367,0.03980010653124952,0.9963721105568458,0.006637519883018814,116
Standard (c=1000),-2209.436137578834,0.4699968509175787,0.034503031955706226,0.9971400868936766,0.005983397287722953,116
Robust (c=5.14),-632.3985109897387,0.22164391038405298,0.06854652392614641,0.994043922958125,0.007561144660408266,117
Standard (c=1000),-7907.053106058721,0.29199432361198197,0.02958628396706968,0.9387925758507012,0.3869414404312303,117
Robust (c=5.14),-2583.9527534287286,0.785769490737841,0.19203327879533938,0.9828059435869171,0.004488137913334033,118
Standard (c=1000),-2828.791285878711,0.8022172988475514,0.15945336939223032,0.9855918384737704,0.004309429525545817,118
Robust (c=5.14),-652.6464767000612,0.20403131018841716,0.14543889717096908,0.986964118703419,0.010595466443090996,119
Standard (c=1000),-2229.873191578034,0.4737138856683348,0.10233373156443115,0.9907252624264307,0.0036407151733725204,119
Robust (c=5.14),-631.0954522409197,0.2269726441175803,0.009136706002092631,0.9994160665450506,0.006294371860881971,120
Standard (c=1000),-2203.5062830809266,0.47217330536647256,0.013532723131364631,0.9988321109703086,0.005628087597532143,120
Robust (c=5.14),-5180.356637848192,1.8228657229245755,0.04330063624052185,0.9963582981981643,5.426815279980221e-05,121
