Method,LogLik,sigma_y,a,b,sigma_x,ID
Standard (c=1000),-4099.352872644957,1.2889311390952485,0.02459640639305527,0.9947777471740149,0.01573209415527809,121
Robust (c=5.14),-621.2930557382101,0.22346913507685354,0.05448221189492447,0.9950981411371618,0.007334022556758483,122
Standard (c=1000),-2333.502665055613,0.4937113377956099,0.06643149432580603,0.9937754688360949,0.014972892580941677,122
Robust (c=5.14),-629.8544258224897,0.2305089152741473,0.0037638492694736575,0.9998145618007517,0.0070671294216050696,123
Standard (c=1000),-2208.216507475838,0.46612983722336593,0.01138532035741684,0.9991103977518154,0.004103893505188004,123
Robust (c=5.14),-621.2376326821822,0.22481796327539136,0.059061725359864405,0.9946128559108751,0.007209941914549885,124
Standard (c=1000),-2203.484657984225,0.4702175661574521,0.07599386467698357,0.993153938374986,0.006839189589454502,124
Robust (c=5.14),-949.1507351952222,0.23195680304889246,0.00549547925225824,0.9948263443825013,0.015355449330796364,125
Standard (c=1000),-2274.582342005533,0.46749161141849527,0.004634778446435268,0.9985335909783309,0.009720050824029212,125
Robust (c=5.14),-5457.003373265656,1.9753316626901065,0.018224981004444873,0.9908024575698281,0.023778571028059577,126
Standard (c=1000),-5419.461147076582,1.958756490863774,0.018745160512313442,0.9903367065305513,0.028193474558417635,126
Robust (c=5.14),-629.9267785192911,0.2271589109550339,0.0007391270535341878,0.9996859881896235,0.00643551629552257,127
Standard (c=1000),-2207.0728699382908,0.47024438019066306,0.001854768348344738,0.9998858849608285,0.004490164979553772,127
Robust (c=5.14),-4496.374036899917,1.5365418680809524,0.0334683521536495,0.9972990979047028,3.4339441768599625e-06,128
Standard (c=1000),-4479.761072748425,1.5302297808569283,0.03355084159405143,0.9972560937817202,3.016501981612976e-06,128
Robust (c=5.14),-1627.05432028087,0.4469365251948459,0.04460164143758258,0.9921198736804194,0.010455678033478416,129
Standard (c=1000),-2996.158926888906,0.6194658029193788,0.04501790357740758,0.9858727130366377,0.023923221659722105,129
Robust (c=5.14),-634.0084512125296,0.22557092873387105,0.01582297881874474,0.9981143372517693,0.006927369442022582,130
Standard (c=1000),-2200.3762087901305,0.4711361355116774,0.025688682910803146,0.9978906400091978,0.004776790575815728,130
Robust (c=5.14),-639.3971811215536,0.22200038448889478,0.019520599503635376,0.998576951701523,0.008673807162881,131
Standard (c=1000),-2205.8979810988594,0.4658700656729197,0.0036507050965211727,0.9997846732120564,0.0062743810669425755,131
Robust (c=5.14),-634.3217457688663,0.21796012980535992,0.06121930119301064,0.9941757178090167,0.008159378657703562,132
Standard (c=1000),-2367.9746562565883,0.4724090613527405,0.03305272925582768,0.9998571592758881,0.015989025223072367,132
Robust (c=5.14),-26163.281224489594,1.999638613479427,0.01544306196121562,0.9910486946030357,0.00151651134074443,133
Standard (c=1000),-43978.941854440716,1.9843868957223514,0.005678109257599703,0.9971147852248663,0.00014265296897257967,133
Robust (c=5.14),-1112.6910640880867,0.3720235897805604,0.13306942847642705,0.9879573122433905,0.002060700641011364,134
Standard (c=1000),-2298.024737628018,0.4745274046785054,0.13703930816067716,0.9885366195555083,0.013918100982701548,134
Robust (c=5.14),-970.6220572939662,0.3462901961042471,0.08236212122335301,0.9922469788876632,0.0019783214608477904,135
Standard (c=1000),-2215.8138651500594,0.465767738007454,0.008560045326955971,0.9997297105359025,0.007162852123885879,135
Robust (c=5.14),-5343.061852340113,1.944268795528349,0.026801090619824636,0.9918715822905695,0.02225126839318092,136
Standard (c=1000),-5227.329307295706,1.9228847197218322,0.025065195604063135,0.9941658822565445,0.023728573285229752,136
Robust (c=5.14),-661.3371779359422,0.21803363816697063,0.08883341950756729,0.9912557607819279,0.01043363614989117,137
Standard (c=1000),-2495.5345578434244,0.4740101151021744,0.05589760481903169,1.0,0.018375074016017557,137
Robust (c=5.14),-1236.5104128319133,0.11990060455073717,0.10351861468873641,0.9998027181283139,0.02572804941155551,138
Standard (c=1000),-2281.7488845461685,0.4164629134457347,0.3208492658420219,0.9708310133913477,0.00799173249337363,138
Robust (c=5.14),-4237.003164251526,0.1649993647316479,0.3415641314266915,0.9999999136873654,0.1245392325134516,139
Standard (c=1000),-9136.91307280543,0.32380083291757544,0.07187945050181233,0.9940570476106999,0.6636078361228257,139
Robust (c=5.14),-3078.9982437664407,0.9730845501388594,0.0033204082923416756,0.9997994928974743,0.001966161526080668,140
Standard (c=1000),-3071.327157891148,0.8514434185874089,0.023937738258931085,0.9990991875882732,0.003816734473129497,140
Robust (c=5.14),-1655.9290821593472,0.5404043824435796,0.00812338021945088,0.9991643379966128,0.0014081077749808885,141
Standard (c=1000),-2811.6499960239807,0.7887398977680881,0.05857961143338583,0.9948210388400169,0.0013348128547607248,141
Robust (c=5.14),-2357.8292158966146,0.7276039050574398,0.08199294567698773,0.9927431014012756,0.002391309768379088,142
Standard (c=1000),-2601.0871746707508,0.7066070443028786,0.06221009387160915,0.9944145730036927,0.0016259798499579647,142
Robust (c=5.14),-626.5522604395837,0.22716568648946947,0.011967780500708462,0.9990312860539172,0.007091080712374769,143
Standard (c=1000),-2209.5213719563653,0.46768643945191263,0.0077336601813090475,0.9991454751211694,0.0055040570731231765,143
Robust (c=5.14),-621.6992974309229,0.22580486180534226,0.10116538869511715,0.990873094239198,0.007515967984476621,144
Standard (c=1000),-2295.3006869968976,0.4512737460095569,0.10540306932264241,0.9903605723131083,0.002286895525849949,144
Robust (c=5.14),-27145.124795366904,1.9977244103913763,0.00022954293260599572,0.9961460663778156,0.000838285099522976,145
Standard (c=1000),-60246.59830817512,1.9987830707789447,0.00031142652040138026,0.996049643104062,0.0008880052413214576,145
Robust (c=5.14),-1057.8324174038696,0.31598135821208245,0.07397398310273762,0.9930576624248105,0.00118754373679562,146
Standard (c=1000),-2328.3725499867364,0.47686141186722664,0.04610428579685812,0.9939596185774296,0.014491953607142696,146
Robust (c=5.14),-629.2230102506563,0.22552105319686538,0.025827603306229303,0.9974828385215063,0.007252149459230376,147
Standard (c=1000),-2209.043201131416,0.4551379365762839,0.05326983253678705,0.9950470624377815,0.006579550325228542,147
Robust (c=5.14),-5076.307961082194,1.8609828034012725,0.038891688432130825,0.9968371811041936,9.505644152739641e-07,148
Standard (c=1000),-5265.703779470066,1.9392736253823364,0.02269481323920334,0.9935368936662067,0.021924170895558932,148
Robust (c=5.14),-2601.379450874475,0.8006011347292161,0.0774414139425409,0.9934162265073659,0.0038491317667069037,149
Standard (c=1000),-3220.3346660987313,0.6152046804183993,0.16570858443717906,0.9999971840009244,0.03961136468606077,149
Robust (c=5.14),-950.5428251470676,0.31194302514455596,0.0006151138915778123,0.9999999993040127,0.0005569926980228309,150
Standard (c=1000),-2552.06243733078,0.6982391259242862,0.0211157872099972,0.9981405189088064,0.0011560586005240298,150
Robust (c=5.14),-631.8657417089543,0.23515189465148564,0.005211001018179138,0.9994640056590431,0.00586315166925784,151
Standard (c=1000),-2212.1683504208177,0.4967409652013174,0.011799336851322626,0.9990112834182111,0.0036782614252210883,151
Robust (c=5.14),-3045.297891126017,0.9480047254228259,0.11604876307882567,0.989675682294992,0.003367334582083904,152
Standard (c=1000),-3133.710907904839,0.9449687733154254,0.041121524784832275,0.9964772488879744,0.003228041779644704,152
Robust (c=5.14),-1074.5429766533023,0.2716986820958588,0.033147245830203495,0.9969684093866585,0.0006405041922605279,153
Standard (c=1000),-2438.9524361649424,0.46686113109338,0.040154933424613695,0.9964115178275337,0.0007570974747974903,153
Robust (c=5.14),-7583.956794215907,0.9673885257378423,0.08149116706505297,0.901549499066662,0.36926709518030876,154
Standard (c=1000),-5441.184178055291,0.3271633510718682,0.8175639222569944,0.997800172534721,0.15773599147018957,154
Robust (c=5.14),-672.7744530083824,0.2576873027502774,0.044070298453912006,0.9958045832423368,0.0035845855883554884,155
Standard (c=1000),-2202.0352557383267,0.47886175528339653,0.03400027363365768,0.996942767587261,0.005356478846454209,155
Robust (c=5.14),-4114.779962608174,1.247034746521867,0.10282929463751744,0.9858664223650971,0.024847261148271734,156
Standard (c=1000),-4429.441675909815,1.4578193959992258,0.09172485823607543,0.9921157663411657,0.0005675630986583868,156
Robust (c=5.14),-988.4137824581112,0.26345461114400426,0.06226905098530219,0.998945616986607,0.013231543095460449,157
Standard (c=1000),-2282.8183834935317,0.42896655978587034,0.02299520410094054,0.9967955514173393,0.010955803411544925,157
Robust (c=5.14),-628.2279584728806,0.2316627177847654,0.01246642278466726,0.9988762010518643,0.005790822624351117,158
Standard (c=1000),-2206.397872370323,0.46472045721288385,0.01333827651166743,0.9991976181414882,0.005566860471750986,158
Robust (c=5.14),-626.443293324953,0.23044581213697077,0.05024330267596086,0.9954765056767986,0.007233728799921657,159
Standard (c=1000),-2224.791034877502,0.4513953688722103,0.02407588540395929,0.9977102163695979,0.008318408182127032,159
Robust (c=5.14),-647.6014986595262,0.22326778717020895,0.05450356287208775,0.9954689584332647,0.009502873305863677,160
Standard (c=1000),-2210.669369542266,0.4717921526295996,0.026166875045649886,0.9976823689185501,0.00446850581971495,160
Robust (c=5.14),-2839.271939300194,0.8878708646447825,0.020553290554914477,0.9982252871049838,0.0011416474936258197,161
Standard (c=1000),-2859.5715066147186,0.7923434763605902,0.01976184358250234,0.9993503787547591,0.008674045645735132,161
Robust (c=5.14),-625.6191716918049,0.22726558912794964,0.015344382962813432,0.9985757801890905,0.006470468302077968,162
Standard (c=1000),-2220.086816992942,0.469063094730391,0.014435255026245977,0.9985011453024426,0.007750064094003757,162
Robust (c=5.14),-697.292595181734,0.2652761983862602,0.008863518470603566,0.9990822699169751,0.002678799723432581,163
Standard (c=1000),-2204.145333382132,0.46113017175941295,0.062294296100938,0.9944293068207305,0.006391931773220481,163
Robust (c=5.14),-624.0140062695524,0.22930927176451948,0.025298638298863887,0.9977097491705988,0.007223600122933618,164
Standard (c=1000),-7238.189448211444,0.24200116710621367,0.030986411494288053,0.9326333441122506,0.26561513149205657,164
Robust (c=5.14),-1384.6330368726817,0.19747345369306793,0.48463101306865425,0.965696440845503,0.030743669324753496,165
Standard (c=1000),-3207.987257584012,0.4614397744373738,0.4701618237115104,0.9730050937229451,0.051913381754044044,165
Robust (c=5.14),-635.4901371753988,0.24469244509137966,0.08605365002537005,0.9919406388150517,0.007198913482149816,166
Standard (c=1000),-2218.835621684963,0.4587791185187394,0.11003468278970653,0.9899523821521348,0.009049933718692674,166
Robust (c=5.14),-697.4078747611451,0.24559279055139138,0.019166366669670764,0.9996988925436225,0.008041388468952575,167
Standard (c=1000),-2951.3246766818265,0.8189739890231663,0.012755264541143424,0.9976269603345332,0.010475118667164768,167
Robust (c=5.14),-3549.5993236555573,0.7514765141604954,0.08937925879406744,0.9716527545022969,0.04133679333670907,168
Standard (c=1000),-2207.4005105725605,0.48177621354997113,0.05404752418958192,0.9950488735006138,0.0061855823679147996,168
Robust (c=5.14),-754.3822774179638,0.29745921166700734,0.033395724983750735,0.9974464712200479,0.0064005368425248226,169
Standard (c=1000),-2216.1246085667944,0.501054736603325,0.09275107892453922,0.9917670150560544,0.005930238577881256,169
Robust (c=5.14),-627.5498125051873,0.22755313186677253,0.010661635846852533,0.999144013957595,0.006828804971481895,170
Standard (c=1000),-2214.0532908084024,0.466529633660111,0.006136188191350743,0.9992145233424026,0.004724938746326665,170
Robust (c=5.14),-625.7654715348414,0.2349736688169604,0.03668798309295608,0.9967029923899924,0.0061570865612987245,171
Standard (c=1000),-2255.0106075422054,0.43655140242132473,0.015125382260797075,0.9992818697915612,0.011316163385569778,171
Robust (c=5.14),-625.8704144602627,0.229686116196846,0.002842929145122669,0.9997514378170009,0.006319939285265041,172
Standard (c=1000),-2212.5461515496945,0.472235849463429,0.0019286977409932208,0.9998407587816514,0.003691588810314123,172
Robust (c=5.14),-623.0153543278308,0.22551851028108946,0.04832368006923775,0.9957249902580716,0.0070624009552370595,173
Standard (c=1000),-2257.508985333505,0.4403657790985277,0.041645214194384085,0.9976130900524258,0.008257230236260404,173
Robust (c=5.14),-2624.118471379384,0.6709452449629764,0.10726815430037345,0.9904273754469849,0.0006574183578055045,174
Standard (c=1000),-3213.0862737684097,0.7402282323491137,0.11377880564616155,0.9899504446567314,0.000567569670168291,174
Robust (c=5.14),-948.1978475759519,0.3226765577930645,0.005126344038213132,0.9995861432021359,0.0006268809416391306,175
Standard (c=1000),-2267.6714095319035,0.5372197883381024,0.011367173640212103,0.9994367371478686,0.006121363787149067,175
Robust (c=5.14),-625.4936324640602,0.22426131394354704,0.017497440202809432,0.9984515734914445,0.006891585321084671,176
Standard (c=1000),-2402.0705318811397,0.40083871435566637,0.06752198491893534,0.9940109852986576,0.01908072081532211,176
Robust (c=5.14),-927.4542819467736,0.2757521342696467,0.05430018364556485,0.9931874928123668,0.015317729790567267,177
Standard (c=1000),-2204.116246839015,0.45401008824334577,0.05679176168074257,0.9950137777125933,0.004646014545025113,177
Robust (c=5.14),-631.5315313375904,0.2291811811843086,0.004562967752518639,0.9999563664508275,0.007007725522622778,178
Standard (c=1000),-2210.8907740276645,0.4542642871557183,0.010232191089148709,0.9992497642912438,0.005715257178599165,178
Robust (c=5.14),-756.1548820189528,0.16876156755449406,0.020450398238206935,0.9981249072887065,0.013907554062463884,179
Standard (c=1000),-2255.9016341468227,0.49973971972394116,0.02159928817823597,0.999147414868861,0.007030856291006468,179
Robust (c=5.14),-629.9300029548982,0.22837330381673754,0.012867839048825302,0.9987679814907907,0.007166169331340325,180
Standard (c=1000),-2231.292164476099,0.4538889188567033,0.010940509650655735,0.9998703001232532,0.008186890159008248,180
Robust (c=5.14),-633.3572412693345,0.22422645405233194,0.0011706156954716749,0.9996345340285908,0.006722724647199349,181
Standard (c=1000),-2202.3028229900606,0.4673071074487339,0.010298927880034277,0.9989073099414606,0.005297962172425894,181
Robust (c=5.14),-1164.704244786548,0.3734082785577743,0.020461008475035652,0.9981457277586699,0.0005847849302470907,182
Standard (c=1000),-2224.367186882727,0.4797415464496417,0.0055199810872536455,0.9992949282166501,0.0032128675844137855,182
Robust (c=5.14),-824.80559947333,0.2599713991388487,0.10056877598869829,0.9907724538313263,0.0019414729301110818,183
Standard (c=1000),-2239.3152463884626,0.5248117765321395,0.05924608733963918,0.9947130699893004,0.002974336271540494,183
Robust (c=5.14),-620.7104801037592,0.22740065895861422,0.06660751571771853,0.993923659216645,0.006854394134896005,184
Standard (c=1000),-2477.230371685739,0.4269234604675535,0.06986099377642685,0.9988995164840576,0.01651592504805587,184
Robust (c=5.14),-626.4111000548332,0.2322836536650495,0.08564026762246085,0.9924038753311979,0.006780710995473313,185
Standard (c=1000),-2209.128693739455,0.4562420124898711,0.04437690871106023,0.9963827048056881,0.00712411506728907,185
Robust (c=5.14),-631.7367494036415,0.22203087411519815,0.21150935028704276,0.9809210292707712,0.007904233669116275,186
Standard (c=1000),-2261.936426088295,0.45364284156524093,0.033393878003036004,0.9978786435232856,0.011315041847767361,186
Robust (c=5.14),-628.4557693219044,0.2212625156600356,0.03113955394704946,0.9972116454097056,0.007748296973628493,187
Standard (c=1000),-2230.824707962041,0.457608473436149,0.018730952375511478,0.9988004042228906,0.009220241395303431,187
Robust (c=5.14),-627.8768207898806,0.2334581895463878,0.016838095050830826,0.9985942234237658,0.006912536534581969,188
Standard (c=1000),-2242.924011891153,0.4877209893251469,0.059135232396358345,0.994448904364622,0.009786979411875792,188
Robust (c=5.14),-622.7067815078126,0.23118048446644682,0.03153222075976031,0.9971223385030927,0.006493340831343561,189
Standard (c=1000),-2205.938944233876,0.459010693074863,0.04755241727229459,0.9958091374001314,0.006515832142460983,189
Robust (c=5.14),-623.9587339988175,0.22355753426735392,0.0714176512997081,0.9933714965108957,0.006700452866944962,190
Standard (c=1000),-2209.1758552522288,0.4669425949683576,0.03479985356699347,0.9967245087353107,0.007012943056000749,190
Robust (c=5.14),-4748.558550446063,1.6475783814109117,0.0793570863689331,0.9908185132591107,0.018427270601392386,191
Standard (c=1000),-4721.686152697215,1.521841567726209,0.048996449546991366,0.988345535173506,0.026983020145277353,191
Robust (c=5.14),-625.4307783007973,0.21612370863706204,0.14067532566023522,0.9871644127137112,0.008056790652836557,192
Standard (c=1000),-2707.5011605591576,0.47697340144205164,0.09870760692765243,0.9999608687527058,0.02703727439225612,192
Robust (c=5.14),-930.8208902877327,0.35088634989204337,0.04129037988257678,0.9956907070550967,0.00463660995310235,193
Standard (c=1000),-2690.5325145614734,0.7479316259325379,0.017473393530839917,0.9985076566642028,0.0007460941502442575,193
Robust (c=5.14),-3015.414168825942,0.9449410603166736,0.06359330399213749,0.994382307717126,0.00255358813947463,194
Standard (c=1000),-3034.9235474352217,0.8768797381221801,0.019936970602680293,0.9974249696697468,0.00610003549676107,194
Robust (c=5.14),-864.48472113186,0.3358325380680512,0.00926181612241082,0.9991596602028165,0.0017748517333410782,195
Standard (c=1000),-2457.6536965780197,0.6045106372479204,0.010491602263995477,0.9990962636232611,0.0005411245002939426,195
Robust (c=5.14),-806.5171042033467,0.2049202919484671,0.03565297436130309,0.9938607312694997,0.009602800618533278,196
Standard (c=1000),-2257.8260319958345,0.4354919611268874,0.050457164701556936,0.9942524462588248,0.009473303403221235,196
Robust (c=5.14),-1706.4089124349123,0.5467298718273557,0.008978332879664815,0.9996589468865141,0.004319088043713199,197
Standard (c=1000),-2289.6974291427464,0.46112296379201045,0.07778179891263354,0.9927211672036665,0.014137120773367498,197
Robust (c=5.14),-1111.4929393680568,0.3500352848396247,0.030558101553957787,0.9951039548652391,0.011606449134170572,198
Standard (c=1000),-2307.3842631221464,0.5332709003114767,0.09657447479664374,0.9911080501525634,0.010682206947982942,198
Robust (c=5.14),-646.6199979069113,0.20594355093610905,0.1804408770336326,0.9833032043209201,0.00960925146797193,199
Standard (c=1000),-2528.3607268652486,0.47951678216447924,0.052756104801521764,0.999998919254686,0.02289383672988971,199
Robust (c=5.14),-2692.769539937935,0.8287531537970325,0.0026962568518958674,0.9999123801987824,0.0007322977188033448,200
Standard (c=1000),-2490.655920548505,0.5236579918604837,0.04941262199428784,0.9998992407924884,0.014596565251685878,200
Robust (c=5.14),-627.0591163183688,0.23006202808474618,0.013415570873420431,0.9985753435128962,0.0064865587516365454,201
Standard (c=1000),-7782.687503251738,0.14787441622126873,0.07703043483801428,0.9642504112685932,0.23390981075820605,201
Robust (c=5.14),-9837.033482668521,0.1832297001914224,0.02706556687702693,0.9972389386062599,0.8545003051774428,202
Standard (c=1000),-10351.44222398678,0.1675813724560586,0.026405865269572747,0.9967582122396985,0.8577741507915956,202
Robust (c=5.14),-800.1541887425697,0.28233927971916284,0.012899583823112307,0.9988814673361711,0.0011443440285664275,203
Standard (c=1000),-2235.6792804114675,0.450705365802839,0.023892054772178657,0.9978917383159472,0.008444297152769358,203
Robust (c=5.14),-9965.477206492867,0.8541479520618547,0.038328745850114566,0.9655491754681629,0.8890330186622525,204
Standard (c=1000),-9955.793103208334,0.8604876229784751,0.038798831725715514,0.9666768490990877,0.8849780504587443,204
Robust (c=5.14),-2848.839892085967,0.8931083360433185,0.00626912869527094,0.9995206414470315,0.0014950004952670095,205
Standard (c=1000),-2685.192786192724,0.7237798417639413,0.14985496677291216,0.9873079967883787,0.009815144735472429,205
Robust (c=5.14),-629.6573988551544,0.22926275677583402,0.02806383975545248,0.9976490798850837,0.006963463263828248,206
Standard (c=1000),-2210.347679254926,0.4608809517686408,0.027067364507645818,0.9976828240274566,0.006202951666505477,206
Robust (c=5.14),-630.0142218474258,0.2274616918588009,0.03364072330782755,0.9966361858884211,0.006211663072889371,207
Standard (c=1000),-2231.117057037691,0.46482431055152684,0.008589917452939168,0.9988117691515026,0.007964618068575357,207
Robust (c=5.14),-1474.4713142484097,0.11543567187984648,0.1482574251006078,0.9999523388825677,0.031224701137154566,208
Standard (c=1000),-3876.5185844758507,0.43800824985917486,0.4824779065497176,0.9909642670707177,0.07420249999577887,208
Robust (c=5.14),-861.7895481217168,0.30717418871941266,0.09199097811637272,0.9900965838733021,0.007989471307001039,209
Standard (c=1000),-2224.0922792879524,0.4689236202488038,0.0009652658279977184,0.9992530675308451,0.0054975947799668435,209
Robust (c=5.14),-623.9634795499411,0.23292342634518529,0.017228630488425253,0.9985204511230733,0.006357180880068035,210
Standard (c=1000),-2204.0949236268634,0.4764236074685958,0.017133968451529084,0.9984952094493756,0.004318330972121226,210
Robust (c=5.14),-1607.9478774287572,0.5213229335804886,0.0546454730129792,0.9949369097261844,0.005361827598199293,211
Standard (c=1000),-2366.9769253653285,0.5744898952336533,0.06554109565189747,0.9940942305477863,0.0014825233098320234,211
Robust (c=5.14),-5168.292926032371,1.967818306830823,0.11966601340931965,0.9906715548248121,0.0001562360175066913,212
Standard (c=1000),-5138.667157339666,1.946406568738826,0.13988994714119868,0.9892723188980262,0.0003660867237205359,212
Robust (c=5.14),-625.5928229721382,0.2220974397108128,0.03613963269795316,0.9966409551753219,0.006909646982879232,213
Standard (c=1000),-2206.5745926035115,0.45404046027166994,0.05063678986962365,0.9953161530069344,0.00615053963282692,213
Robust (c=5.14),-623.0083415817298,0.22730396353276783,0.038424202923677014,0.9966362430715422,0.006582182236635148,214
Standard (c=1000),-2231.3254018659495,0.4425169103153332,0.041320545651087726,0.9958504188691106,0.009564806251605242,214
Robust (c=5.14),-707.6504006447005,0.18654207374330034,0.016797602508741672,0.9992521881503107,0.012039015945425613,215
Standard (c=1000),-2949.6000821611447,0.6472042304879722,0.0615715892816657,0.9898073555603235,0.0318535945690305,215
Robust (c=5.14),-642.167212619939,0.22024020046764012,0.08686533358056359,0.992333901435372,0.005158119393593895,216
Standard (c=1000),-2203.1291232675057,0.46616704041043466,0.08170770772351703,0.9929035011986789,0.006650576187171835,216
Robust (c=5.14),-623.4224887254499,0.22604263940592442,0.043191990336259686,0.9961018991390771,0.006865602793340194,217
Standard (c=1000),-2211.694358177138,0.4640702956492825,0.07384426518274233,0.9934515899582724,0.006167982585812869,217
Robust (c=5.14),-628.3160954494723,0.22956480480773025,0.031204440611505624,0.9970533455675153,0.00726212191239911,218
Standard (c=1000),-2212.8573359483603,0.4689430707345365,0.026933106199079335,0.9978097804930977,0.0061062732691477585,218
Robust (c=5.14),-4440.455889322694,1.4718915216091253,0.029900778322540747,0.9943514523509296,0.013046592795397619,219
Standard (c=1000),-2253.9343711278457,0.49603946241609875,0.01045108158107129,0.999801053315778,0.006550818619133351,219
Robust (c=5.14),-655.3999114715658,0.24919152257823024,0.008797738197145973,0.9986115388700703,0.006432266054894419,220
Standard (c=1000),-2209.017136730882,0.4661151171504478,0.03542792118943633,0.9966254144950274,0.006801001845048978,220
Robust (c=5.14),-647.9227779093848,0.23284070238813606,0.01194881103928987,0.9983731495902335,0.005816620225810747,221
Standard (c=1000),-2206.355436265704,0.4648591660943085,0.04024128884583967,0.9963213846632771,0.006064693968857249,221
Robust (c=5.14),-623.7387302303407,0.23026053642756072,0.020592597765736013,0.9980796575004974,0.006373735145622432,222
Standard (c=1000),-2211.071296506306,0.45358470205545065,0.012981740553282734,0.9992701207013547,0.0071286622436854885,222
Robust (c=5.14),-739.8096765201209,0.1923727697427476,0.06894601859996007,0.993584432675951,0.014668558391582265,223
Standard (c=1000),-2219.2676893416833,0.46794419460508874,0.013303673769730451,0.9991764486759088,0.00642939797227618,223
Robust (c=5.14),-1627.5861172493621,0.3183444866131056,0.04377406228535487,0.9869870844203447,0.027159659119819123,224
Standard (c=1000),-2593.658620887898,0.46397853837268055,0.041803499254864374,0.9908802427143657,0.02629008946281981,224
Robust (c=5.14),-3273.596769042881,0.5222101363824456,0.07775652383703271,0.9643082181546259,0.04437551927562377,225
Standard (c=1000),-2206.1859773175065,0.46814018967528115,0.020302630984978517,0.9982628571493147,0.004992047288289108,225
Robust (c=5.14),-1888.9442524871697,0.28976867781254656,0.1785653317995204,0.9999999999870367,0.029150122060979288,226
Standard (c=1000),-2248.8873247143747,0.4995141100142068,0.0098568463499459,0.9999884377184967,0.006544777187834232,226
Robust (c=5.14),-622.590441254405,0.2305080799296163,0.047342537246404484,0.9956894528311281,0.006600138049452252,227
Standard (c=1000),-2203.5195352098435,0.47480116256838933,0.050640422058119514,0.9953503487262247,0.006775001728951847,227
Robust (c=5.14),-631.8815045558073,0.21983407297167745,0.021789434363834383,0.9984689949827079,0.006733775400247313,228
Standard (c=1000),-2199.0416131012753,0.461783405690401,0.03562987211935912,0.996801852506802,0.005916218811567919,228
Robust (c=5.14),-621.1416710239824,0.23234550101037763,0.07788979126920059,0.9929978139256915,0.00667549926966236,229
Standard (c=1000),-2723.0203095558313,0.43527675320767334,0.10995397348762204,0.9997983275314459,0.025177625807882176,229
Robust (c=5.14),-731.0557237860859,0.23470304872029868,0.05152118093934463,0.9969175997441958,0.011889354225278826,230
Standard (c=1000),-2208.230289457034,0.47651300448071937,0.03182052968447863,0.997438316739826,0.00550457425987947,230
Robust (c=5.14),-652.1464400671166,0.22093483879300216,0.04892739569494668,0.9954067882750476,0.00993738099127941,231
Standard (c=1000),-2228.475798293157,0.48316356797344634,0.006767635859579903,0.9988655785519669,0.006586965629245509,231
Robust (c=5.14),-628.2650983939234,0.23051094348220852,0.02286543031204258,0.9979960674068794,0.006936156936270335,232
Standard (c=1000),-2204.7662123491064,0.4660945256516473,0.011478299148382463,0.9990250350909053,0.005226026758881204,232
Robust (c=5.14),-893.4522702522,0.18005538528920684,0.1082059346922366,0.9929522435615036,0.019814133573944778,233
Standard (c=1000),-2911.672618759526,0.4545565503643264,0.13246005913013154,0.999999947722203,0.03643725819579464,233
Robust (c=5.14),-1443.4429742302616,0.11980988200027345,0.1427313710895322,0.9999990158361144,0.030958901549580836,234
Standard (c=1000),-2688.421022179198,0.47238449344701955,0.09755552023260859,0.9999999332627151,0.025389838784696632,234
Robust (c=5.14),-2111.7645244792416,0.6363588512094042,0.2321120177320663,0.9790256737293372,0.00383370963298276,235
Standard (c=1000),-2811.20403144723,0.7554397241580282,0.05202482336712261,0.9970544489900506,0.011113870596114989,235
Robust (c=5.14),-625.296861897086,0.21908540602675305,0.051971872718163295,0.9952369443963259,0.007338095534282027,236
Standard (c=1000),-9870.22943396188,0.11771200969547319,0.08239088980299562,0.9246518364897351,0.2867951080988591,236
Robust (c=5.14),-3198.6345413115178,1.013488688458944,0.02764730572533655,0.9976231286375757,0.0032372507711330442,237
Standard (c=1000),-2248.367933760525,0.4602014708559247,0.01718846810011624,0.9996016493273343,0.007973282061959817,237
Robust (c=5.14),-857.8112949016314,0.1775674951779518,0.12733635940505186,0.9913918820014074,0.018189479186585988,238
Standard (c=1000),-2611.7997228383233,0.47023452657295817,0.08710901386673411,0.999576764690117,0.02259326104172392,238
Robust (c=5.14),-628.0663412650163,0.2298091714855477,0.004439505690431553,0.9995451010610727,0.006537455882526628,239
Standard (c=1000),-2207.621090635384,0.4812812699396176,0.014894955270321137,0.9987892588002147,0.0038470766446209483,239
Robust (c=5.14),-622.8758272712377,0.23370009292656607,0.04911774076854153,0.9954928699506338,0.006159764873752566,240
Standard (c=1000),-2208.956943636465,0.4573213826189799,0.039558175982167626,0.996325707832889,0.006935429583275409,240
Robust (c=5.14),-4078.1874819414293,0.90863308057297,0.08989146697782799,0.96801828811533,0.043565380560043124,241
Standard (c=1000),-4154.317541719351,1.0727712441594066,0.09181625353707039,0.9776483030218418,0.030278443528876244,241
Robust (c=5.14),-636.2173411458368,0.2296868553189924,0.0012417307460198574,0.999446115234388,0.006424931856042301,242
Standard (c=1000),-2202.3835185724515,0.4712876530554555,0.0016497543258073943,0.9997792607885507,0.004965012119672762,242
Robust (c=5.14),-623.0432203690934,0.22297089677786772,0.11050616496396806,0.9897668703896698,0.0072473645555402744,243
Standard (c=1000),-2202.9853815055612,0.46545746197365434,0.06580015540402742,0.9939235754783678,0.005864892084363534,243
